id	group	start time	end time	duration	pressed back	attention check	age	gender	cooking enthusiast	restrictions	treatment1	order	familiarity	selection	diversity	variety	similarity	easiness	confidence	amount	poster clicks	decision time	logtime	Sum (div+var+sim)	inversed similarity	ILS
38523	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-30 13:58:00.190251	2022-03-30 14:06:48.005013	527,814762	False	2	46-55	male	2--3	lactose	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'similar', 'never', 'never', 'similar', 'prepared']	2	4	4	4	5	5	exactly	0,0,0,0,0,0,0	46,519186	1,667632107	10	2	0.12
87777	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-30 14:59:44.182440	2022-03-30 15:08:56.257593	552,075153	False	2	26-35	male	4--5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'similar', 'similar', 'similar', 'similar', 'similar']	5	4	4	4	3	4	more	0,0,0,0,0,0,0	81,523568	1,911283179	10	2	0.12
94382	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-30 13:39:25.780854	2022-03-30 13:48:49.385197	563,604343	False	2	26-35	female	4--5	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'never', 'never', 'never', 'never', 'never']	5	4	4	2	4	4	more	0,0,0,0,0,0,0	50,320639	1,701746147	12	4	0.12
69180	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-03-30 15:11:12.099294	2022-03-30 15:21:04.220682	592,121388	False	2	26-35	male	4--5	gluten	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'prepared', 'prepared', 'never', 'prepared', 'prepared']	7	4	4	4	4	4	exactly	0,0,0,0,0,0,0	404,260027	2,606660801	10	2	0.12
64388	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-30 13:23:54.880974	2022-03-30 13:34:13.059234	618,17826	False	2	36-45	female	>5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'similar', 'never', 'prepared', 'never', 'similar']	7	5	5	2	4	5	more	0,0,0,0,0,0,0	44,230317	1,645720052	14	4	0.12
86952	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 13:23:01.391910	2022-03-30 13:33:22.719151	621,327241	False	2	36-45	female	>5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'never', 'never', 'similar', 'never', 'never', 'never']	3	5	5	2	4	5	more	0,0,0,0,0,0,0	40,470171	1,607135039	14	4	0.12
85274	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 13:29:32.761263	2022-03-30 13:40:51.684200	678,922937	False	2	36-45	male	4--5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'prepared', 'similar', 'prepared', 'never', 'never', 'similar']	5	3	4	4	4	4	more	0,0,0,0,0,0,0	43,724432	1,640724177	9	2	0.12
87500	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-30 13:29:22.539464	2022-03-30 13:41:57.962664	755,4232	False	2	36-45	male	>5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'similar', 'similar', 'never', 'never', 'never', 'never']	2	4	3	2	3	4	more	0,0,0,0,0,0,0	76,450009	1,883377541	11	4	0.12
69664	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-30 13:37:21.226591	2022-03-30 13:51:10.574473	829,347882	False	2	56-65	female	4--5	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'prepared', 'never', 'similar', 'prepared', 'prepared', 'similar']	2	4	4	4	4	4	more	0,0,0,0,0,0,0	87,070406	1,93987057	10	2	0.12
25078	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-30 14:23:59.455873	2022-03-30 14:37:57.223718	837,767845	False	2	26-35	male	2--3	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'prepared', 'never', 'prepared', 'similar', 'prepared']	7	4	3	4	5	4	exactly	0,0,0,0,0,0,0	494,287502	2,69397963	9	2	0.12
69175	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 14:30:37.594596	2022-03-30 14:44:45.826918	848,232322	False	2	56-65	female	4--5	vegan	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'similar', 'never', 'similar', 'never', 'prepared']	7	5	4	5	4	5	exactly	0,0,0,0,0,0,0	25,587404	1,408026226	10	1	0.12
3319	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-30 15:27:00.971833	2022-03-30 15:41:19.143734	858,171901	False	2	>65	male	4--5	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'prepared', 'similar', 'similar', 'never', 'never']	4	4	3	5	4	3	more	0,0,0,0,0,0,0	211,299172	2,324897795	8	1	0.12
93507	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-30 14:30:39.842782	2022-03-30 14:45:13.247282	873,4045	False	2	46-55	male	4--5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'never', 'similar', 'prepared', 'similar', 'never', 'similar']	2	4	4	2	4	4	more	0,1,0,1,1,1,1	131,150361	2,11776949	12	4	0.12
29845	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 14:39:30.481815	2022-03-30 14:54:27.542390	897,060575	False	2	36-45	male	4--5	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'prepared', 'prepared', 'similar', 'never', 'never']	4	3	5	5	4	3	more	0,0,0,0,0,0,0	52,464029	1,719861639	9	1	0.12
93354	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 13:23:09.903666	2022-03-30 13:38:56.044576	946,14091	False	2	36-45	male	1	vegan	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'similar', 'prepared', 'prepared', 'prepared', 'similar']	2	4	3	3	4	4	exactly	0,0,0,0,0,0,0	303,936156	2,482782366	10	3	0.12
86436	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-30 13:45:07.551346	2022-03-30 14:01:05.795182	958,243836	False	2	26-35	male	>5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'prepared', 'never', 'never', 'similar', 'similar', 'prepared']	7	4	5	5	4	5	more	0,0,0,0,0,0,0	43,14189	1,634899167	10	1	0.12
6117	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-30 13:50:49.344639	2022-03-30 14:06:51.468811	962,124172	False	2	46-55	male	2--3	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'never', 'never', 'similar', 'prepared', 'prepared']	6	4	5	5	3	4	none	0,0,0,0,0,0,0	99,677529	1,998597263	10	1	0.12
1517	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-03-30 14:44:33.721130	2022-03-30 15:01:13.934005	1000,212875	False	2	26-35	male	>5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'prepared', 'similar', 'prepared', 'prepared', 'prepared', 'never']	4	5	5	5	5	5	more	0,0,0,0,0,0,0	50,579863	1,703977649	11	1	0.12
42207	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-30 13:56:13.163612	2022-03-30 14:14:38.301828	1105,138216	False	2	36-45	male	4--5	vegan	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'never', 'similar', 'prepared', 'never', 'prepared']	2	4	3	3	4	5	more	0,0,0,0,0,0,0	211,727682	2,325777643	10	3	0.12
91345	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-03-30 15:45:52.794348	2022-03-30 16:04:48.632508	1135,83816	False	2	26-35	male	>5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'similar', 'never', 'prepared', 'never', 'similar']	5	3	4	4	5	5	more	2,0,0,0,2,0,0	264,3094	2,422112609	9	2	0.12
18117	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-03-30 13:24:25.227708	2022-03-30 13:43:40.694131	1155,466423	False	2	26-35	male	<1	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'never', 'never', 'similar', 'never', 'similar']	1	4	4	2	2	4	more	0,0,0,0,0,0,0	605,563385	2,782159608	12	4	0.12
16155	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-30 14:41:44.742079	2022-03-30 15:01:15.247218	1170,505139	False	2	46-55	male	2--3	vegan	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'never', 'similar', 'prepared', 'never', 'similar']	5	4	4	5	3	4	exactly	0,0,0,0,0,0,0	42,259094	1,625920182	9	1	0.12
10533	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-30 13:33:48.722734	2022-03-30 13:53:22.278689	1173,555955	True	2	26-35	female	>5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'never', 'never', 'never', 'never', 'similar']	7	4	4	5	4	4	more	0,0,0,0,0,0,1	52,845251	1,723005965	9	1	0.12
57812	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-30 13:24:25.802413	2022-03-30 13:44:27.602392	1201,799979	False	2	36-45	male	4--5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'prepared', 'prepared', 'prepared', 'never', 'never']	4	4	3	4	5	5	more	0,0,0,0,0,0,0	138,190698	2,14047881	9	2	0.12
58329	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 15:58:12.073609	2022-03-30 16:18:32.592131	1220,518522	False	2	19-25	female	>5	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'similar', 'never', 'prepared', 'never', 'never']	4	4	5	4	4	5	exactly	0,0,0,0,0,0,0	528,479789	2,723028383	11	2	0.12
16523	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-03-30 13:29:58.423167	2022-03-30 13:51:01.913218	1263,490051	False	2	36-45	male	2--3	lactose	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'never', 'similar', 'never', 'never', 'prepared']	7	4	5	5	4	4	more	0,0,0,0,0,0,0	57,230131	1,75762474	10	1	0.12
84563	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-30 13:33:23.368459	2022-03-30 13:54:50.895770	1287,527311	False	2	36-45	male	4--5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'prepared', 'prepared', 'prepared', 'never', 'prepared', 'never']	2	5	5	1	4	5	more	0,0,0,0,0,0,0	857,353091	2,933159718	15	5	0.12
48855	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-03-30 13:23:04.210647	2022-03-30 13:44:50.317930	1306,107283	False	2	26-35	female	4--5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'prepared', 'prepared', 'similar', 'prepared', 'never']	7	4	4	2	5	4	more	0,0,0,0,0,0,0	30,97023	1,490944431	12	4	0.12
19290	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 13:38:20.965855	2022-03-30 14:01:23.738670	1382,772815	False	2	26-35	female	2--3	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'similar', 'similar', 'never', 'never', 'never']	6	4	2	2	3	4	more	0,0,0,0,0,0,0	87,310448	1,941066217	10	4	0.12
22126	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-30 13:27:04.056285	2022-03-30 13:54:11.257783	1627,201498	False	2	26-35	male	4--5	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared']	2	4	4	4	4	4	exactly	0,0,0,0,0,0,0	34,242802	1,534569295	10	2	0.12
31114	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-03-30 13:23:21.571761	2022-03-30 13:50:47.080536	1645,508775	False	2	19-25	male	>5	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'similar', 'similar', 'similar', 'prepared', 'never']	5	3	4	5	4	3	none	0,0,0,0,0,0,0	34,995658	1,544014164	8	1	0.12
31024	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-30 13:34:30.649612	2022-03-30 14:04:27.491321	1796,841709	False	2	46-55	male	4--5	gluten	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'never', 'never', 'similar', 'never', 'similar']	7	4	3	4	4	3	more	0,0,0,0,0,0,0	64,201286	1,807543727	9	2	0.12
89661	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-30 13:41:54.376028	2022-03-30 14:16:43.291291	2088,915263	False	2	46-55	male	1	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'never', 'prepared', 'never', 'similar', 'prepared']	7	4	5	3	4	4	exactly	0,0,0,0,0,0,0	32,921559	1,517480393	12	3	0.12
26342	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-03-30 13:38:16.934178	2022-03-30 14:15:22.779081	2225,844903	False	2	46-55	male	>5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'never', 'never', 'prepared', 'similar', 'never', 'prepared']	5	3	4	5	4	5	exactly	0,0,0,0,0,0,0	59,010979	1,77093282	8	1	0.12
4072	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-30 14:26:52.371148	2022-03-30 14:29:33.711893	161,340745	False	2	26-35	female	4--5	vegan	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'never', 'prepared', 'similar', 'similar', 'similar', 'similar']	6	3	4	4	4	5	exactly	0,0,0,0,0,0,0	17,528882	1,243754217	9	2	0.22
6704	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-03-30 13:44:09.859215	2022-03-30 13:47:23.810125	193,95091	False	2	26-35	female	4--5	vegetarian	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'similar', 'similar', 'similar', 'similar', 'similar', 'never']	5	3	4	5	4	5	none	0,0,0,0,0,0,0	19,124903	1,281599241	8	1	0.22
72143	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-30 13:52:31.194086	2022-03-30 13:55:47.032085	195,837999	False	2	36-45	female	4--5	none	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'never', 'similar', 'never', 'prepared', 'prepared', 'prepared']	3	5	5	2	4	5	more	0,0,0,0,0,0,0	50,453244	1,702889095	14	4	0.22
77986	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-03-30 14:30:46.059844	2022-03-30 14:34:29.611473	223,551629	False	2	46-55	female	4--5	vegan	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['prepared', 'never', 'similar', 'similar', 'prepared', 'never', 'never']	6	3	4	4	5	5	exactly	0,0,0,0,0,0,0	32,069989	1,506098811	9	2	0.22
95535	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 14:44:22.425153	2022-03-30 14:48:18.574581	236,149428	False	2	26-35	female	>5	none	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'similar', 'prepared', 'similar', 'similar', 'prepared', 'similar']	1	4	4	3	3	3	exactly	0,0,0,0,0,0,0	29,641758	1,471903957	11	3	0.22
95535	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 14:44:22.425153	2022-03-30 14:48:21.311586	238,886433	False	2	26-35	female	>5	none	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'similar', 'prepared', 'similar', 'similar', 'prepared', 'similar']	1	4	4	3	3	3	exactly	0,0,0,0,0,0,0	29,641758	1,471903957	11	3	0.22
91566	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-03-30 15:06:27.661979	2022-03-30 15:10:33.869392	246,207413	False	2	46-55	female	1	religious	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'never', 'prepared', 'prepared', 'never', 'never', 'never']	4	4	4	4	4	4	exactly	0,0,0,0,0,0,0	42,514173	1,628533735	10	2	0.22
87957	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-30 14:34:11.881604	2022-03-30 14:38:36.698377	264,816773	False	2	36-45	male	>5	none	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['prepared', 'never', 'similar', 'never', 'similar', 'similar', 'prepared']	2	5	5	2	3	4	more	0,0,0,0,0,0,0	34,262349	1,534817135	14	4	0.22
