id	group	start time	end time	duration	pressed back	attention check	age	gender	cooking enthusiast	restrictions	treatment	order	familiarity	selection	diversity	variety	similarity	easiness	confidence	amount	poster clicks	decision time	logtime	ILS	Sum (div+var+invsim)	inverse similarity
33451	('Group1=', 9, ', Group2=', 4, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-02-27 00:26:42.433815	2022-02-27 00:29:30.304743	167,870928	True	2	19-25	female	2--3	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'never', 'never', 'never', 'similar', 'similar', 'similar']	5	5	5	5	5	5	more	0,0,0,0,0,0,0	29,801059	1,474231697	0.38	11	1
75029	('Group1=', 9, ', Group2=', 5, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-02-27 00:44:43.931680	2022-02-27 00:51:20.516908	396,585228	False	2	36-45	female	>5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'similar', 'prepared', 'similar', 'similar', 'similar', 'prepared']	4	5	5	2	5	5	more	0,0,0,0,0,0,0	99,752763	1,998924934	0.38	14	4
84455	('Group1=', 9, ', Group2=', 3, ', Group3=', 4, 'ComparisonGroup=', 3)	2022-02-26 23:37:49.983554	2022-02-27 00:13:23.139044	2133,15549	False	2	>65	male	4--5	vegetarian	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['never', 'similar', 'similar', 'similar', 'never', 'similar', 'similar']	7	4	3	2	2	4	more	1,1,1,1,1,1,2	479,064385	2,680393885	0.38	11	4
43887	('Group1=', 9, ', Group2=', 3, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-02-27 00:39:18.587229	2022-02-27 00:44:02.493960	283,906731	False	2	26-35	male	4--5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['never', 'never', 'never', 'similar', 'similar', 'similar', 'never']	6	5	5	2	4	4	more	0,0,0,0,0,0,0	77,483374	1,889208524	0.38	14	4
61905	('Group1=', 9, ', Group2=', 4, ', Group3=', 6, 'ComparisonGroup=', 1)	2022-02-26 23:42:26.897509	2022-02-26 23:47:00.479534	273,582025	False	2	26-35	female	>5	lactose	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'never', 'prepared', 'never', 'similar', 'similar', 'similar']	4	4	5	4	3	4	exactly	0,0,0,0,0,0,0	32,765689	1,515419305	0.38	11	2
65367	('Group1=', 9, ', Group2=', 4, ', Group3=', 3, 'ComparisonGroup=', 1)	2022-02-27 00:19:05.125875	2022-02-27 00:33:48.038646	882,912771	False	2	19-25	male	1	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['prepared', 'never', 'similar', 'similar', 'never', 'prepared', 'similar']	6	5	5	1	2	5	more	2,0,0,0,0,0,0	445,166346	2,648522325	0.38	15	5
16408	('Group1=', 6, ', Group2=', 9, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-02-26 23:40:58.912350	2022-02-26 23:47:32.796134	393,883784	False	2	46-55	female	4--5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['prepared', 'similar', 'prepared', 'prepared', 'prepared', 'prepared', 'similar']	1	4	4	4	4	4	more	1,0,0,0,0,0,0	55,322562	1,742902284	0.38	10	2
69023	('Group1=', 5, ', Group2=', 9, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-02-26 23:37:17.794039	2022-02-26 23:43:32.480421	374,686382	False	2	26-35	male	1	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'never', 'similar', 'prepared', 'prepared', 'similar', 'similar']	6	4	4	3	2	4	more	0,0,0,0,0,0,0	50,000255	1,698972219	0.38	11	3
3381	('Group1=', 1, ', Group2=', 9, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-02-26 23:45:53.655795	2022-02-26 23:49:21.623446	207,967651	False	2	26-35	female	>5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'similar', 'never', 'prepared', 'prepared', 'similar', 'prepared']	1	2	3	3	4	4	more	0,0,0,0,0,0,0	31,083487	1,492529733	0.38	8	3
18956	('Group1=', 7, ', Group2=', 9, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-02-26 23:36:21.382588	2022-02-26 23:41:59.422084	338,039496	False	2	36-45	male	>5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'similar', 'prepared', 'similar', 'prepared', 'similar', 'similar']	4	4	4	2	4	4	more	0,0,0,0,0,0,0	43,70227	1,640503996	0.38	12	4
26947	('Group1=', 3, ', Group2=', 9, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-02-24 12:30:47.857870	2022-02-24 12:35:59.129640	311,27177	False	2	46-55	female	4--5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'never', 'similar', 'similar', 'similar', 'prepared', 'never']	4	4	4	2	2	4	more	0,0,0,0,0,0,0	62,32349	1,794651765	0.38	12	4
39062	('Group1=', 3, ', Group2=', 9, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-02-27 00:09:32.087726	2022-02-27 00:25:28.638805	956,551079	False	2	46-55	female	4--5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['prepared', 'never', 'never', 'similar', 'similar', 'similar', 'never']	1	5	5	1	2	5	more	0,0,0,0,0,0,0	48,699277	1,687522514	0.38	15	5
25099	('Group1=', 3, ', Group2=', 9, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-02-27 00:21:20.016862	2022-02-27 00:29:41.921363	501,904501	False	2	>65	male	>5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['never', 'never', 'similar', 'similar', 'never', 'similar', 'never']	4	4	4	2	5	5	more	0,0,0,0,0,0,0	90,912368	1,95862297	0.38	12	4
49432	('Group1=', 5, ', Group2=', 9, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-02-27 00:10:49.371923	2022-02-27 00:20:46.137596	596,765673	False	2	26-35	male	2--3	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['prepared', 'never', 'similar', 'prepared', 'similar', 'similar', 'similar']	2	5	5	5	4	5	more	0,0,0,0,0,0,0	348,023791	2,541608933	0.38	11	1
26895	('Group1=', 4, ', Group2=', 6, ', Group3=', 9, 'ComparisonGroup=', 2)	2022-02-27 02:06:31.977947	2022-02-27 02:13:30.125850	418,147903	False	2	26-35	male	2--3	vegetarian	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'never', 'prepared', 'prepared', 'similar', 'never', 'similar']	7	4	5	4	5	4	exactly	0,0,0,0,0,0,0	26,468126	1,422723193	0.38	11	2
78387	('Group1=', 3, ', Group2=', 1, ', Group3=', 9, 'ComparisonGroup=', 1)	2022-02-27 00:41:25.311698	2022-02-27 00:54:30.692168	785,38047	False	2	36-45	male	2--3	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'never', 'never', 'prepared', 'similar', 'similar', 'never']	4	4	3	3	4	4	more	0,0,0,0,0,0,0	46,515651	1,667599103	0.38	10	3
91579	('Group1=', 1, ', Group2=', 3, ', Group3=', 9, 'ComparisonGroup=', 2)	2022-02-26 23:37:41.608208	2022-02-26 23:51:05.920013	804,311805	False	2	36-45	female	2--3	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'similar', 'similar', 'never', 'prepared', 'similar', 'similar']	7	4	4	1	2	2	more	0,0,0,0,0,0,0	55,073652	1,740943876	0.38	13	5
72796	('Group1=', 5, ', Group2=', 6, ', Group3=', 9, 'ComparisonGroup=', 4)	2022-02-27 01:07:43.385859	2022-02-27 01:12:09.503406	266,117547	False	2	26-35	female	4--5	vegan	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['never', 'similar', 'similar', 'similar', 'similar', 'prepared', 'similar']	6	4	5	5	4	4	exactly	0,0,0,0,0,0,0	34,477331	1,537533638	0.38	10	1
9649	('Group1=', 3, ', Group2=', 1, ', Group3=', 9, 'ComparisonGroup=', 2)	2022-02-26 23:45:10.559642	2022-02-26 23:51:24.823502	374,26386	False	2	>65	female	>5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'never', 'prepared', 'similar', 'prepared', 'prepared', 'prepared']	6	5	5	5	5	5	more	0,0,0,0,0,0,0	42,148181	1,624778836	0.38	11	1
68263	('Group1=', 9, ', Group2=', 7, ', Group3=', 5, 'ComparisonGroup=', 3)	2022-03-01 14:57:55.826553	2022-03-01 15:10:44.003338	768,176785	False	2	>65	female	4--5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['never', 'never', 'never', 'similar', 'prepared', 'never', 'never']	4	5	4	1	2	5	more	0,0,0,0,0,0,0	202,169155	2,305714896	0.38	14	5
95948	('Group1=', 9, ', Group2=', 7, ', Group3=', 4, 'ComparisonGroup=', 1)	2022-03-01 15:55:43.800510	2022-03-01 15:59:07.965801	204,165291	False	2	26-35	female	>5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['never', 'prepared', 'prepared', 'similar', 'similar', 'prepared', 'never']	7	5	5	5	5	5	more	0,0,0,0,0,0,0	32,552171	1,512579958	0.38	11	1
8664	('Group1=', 9, ', Group2=', 3, ', Group3=', 5, 'ComparisonGroup=', 4)	2022-03-01 14:52:10.333659	2022-03-01 15:16:06.941733	1436,608074	False	2	36-45	female	<1	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['never', 'never', 'never', 'never', 'similar', 'never', 'never']	7	5	5	1	5	2	more	2,0,0,0,0,0,0	1187,284618	3,074554841	0.38	15	5
30374	('Group1=', 7, ', Group2=', 9, ', Group3=', 5, 'ComparisonGroup=', 1)	2022-03-01 16:46:38.457091	2022-03-01 16:52:06.874145	328,417054	False	2	26-35	male	1	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['never', 'similar', 'similar', 'never', 'similar', 'never', 'similar']	4	4	5	5	4	4	more	0,0,0,0,0,0,0	47,717646	1,678679011	0.38	10	1
53588	('Group1=', 4, ', Group2=', 9, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-03-01 15:02:00.853455	2022-03-01 15:11:03.221956	542,368501	False	2	26-35	male	2--3	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['prepared', 'never', 'never', 'similar', 'prepared', 'prepared', 'never']	5	4	4	2	3	4	more	1,0,0,0,0,0,0	142,031263	2,152383949	0.38	12	4
86502	('Group1=', 1, ', Group2=', 9, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-03-01 15:30:30.704021	2022-03-01 15:34:31.597616	240,893595	False	2	26-35	female	2--3	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['prepared', 'never', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared']	4	5	5	1	5	5	more	0,0,0,0,0,0,0	23,246521	1,366357967	0.38	15	5
22325	('Group1=', 5, ', Group2=', 9, ', Group3=', 6, 'ComparisonGroup=', 4)	2022-03-01 15:13:32.305080	2022-03-01 15:34:40.979025	1268,673945	False	2	26-35	male	>5	vegetarian	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'never', 'prepared', 'never', 'similar', 'similar', 'prepared']	3	3	4	4	5	4	exactly	0,0,0,0,0,0,0	159,173639	2,201871145	0.38	9	2
98948	('Group1=', 6, ', Group2=', 9, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-03-01 16:08:41.509890	2022-03-01 16:18:30.159553	588,649663	False	2	36-45	male	4--5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'never', 'similar', 'similar', 'similar', 'prepared', 'similar']	1	5	5	2	4	5	more	0,0,0,0,0,0,0	57,41124	1,758996927	0.38	14	4
94462	('Group1=', 3, ', Group2=', 9, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-03-01 14:52:40.205607	2022-03-01 14:59:37.724895	417,519288	False	2	26-35	male	>5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['prepared', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared', 'prepared']	7	4	4	2	5	5	more	0,0,0,0,0,0,0	38,204481	1,582114304	0.38	12	4
79688	('Group1=', 7, ', Group2=', 9, ', Group3=', 5, 'ComparisonGroup=', 2)	2022-03-01 15:37:16.019175	2022-03-01 15:50:38.339356	802,320181	False	2	36-45	male	1	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'never', 'prepared', 'never', 'similar', 'never', 'similar']	5	4	3	5	5	4	more	0,0,0,0,0,0,0	38,623965	1,586856855	0.38	8	1
6303	('Group1=', 5, ', Group2=', 9, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-03-01 14:58:09.228084	2022-03-01 15:05:16.634181	427,406097	False	2	36-45	male	>5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'similar', 'never', 'similar', 'similar', 'similar', 'prepared']	4	4	4	2	2	4	more	0,0,0,0,0,0,0	55,964166	1,747910036	0.38	12	4
82412	('Group1=', 6, ', Group2=', 9, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-03-01 15:22:42.225730	2022-03-01 15:32:35.663732	593,438002	False	2	26-35	female	>5	vegan	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'prepared', 'prepared', 'prepared', 'never', 'similar', 'prepared']	7	5	5	4	4	5	exactly	0,0,0,0,0,0,0	37,763762	1,577075252	0.38	12	2
89447	('Group1=', 1, ', Group2=', 9, ', Group3=', 7, 'ComparisonGroup=', 2)	2022-03-01 15:22:56.771700	2022-03-01 15:31:41.445740	524,67404	False	2	26-35	male	4--5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'never', 'similar', 'prepared', 'similar', 'prepared', 'similar']	5	4	5	2	4	5	more	0,0,0,0,0,0,0	319,976067	2,505117496	0.38	13	4
74308	('Group1=', 6, ', Group2=', 9, ', Group3=', 5, 'ComparisonGroup=', 3)	2022-03-01 16:16:22.758295	2022-03-01 16:21:04.283385	281,52509	False	2	26-35	male	4--5	vegetarian	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['prepared', 'similar', 'similar', 'similar', 'never', 'similar', 'similar']	5	3	4	5	4	4	exactly	0,0,0,0,0,0,0	29,325166	1,467240479	0.38	8	1
96996	('Group1=', 6, ', Group2=', 9, ', Group3=', 5, 'ComparisonGroup=', 3)	2022-03-01 15:50:50.803317	2022-03-01 16:09:07.059842	1096,256525	False	2	26-35	male	2--3	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['never', 'similar', 'never', 'prepared', 'never', 'prepared', 'prepared']	1	4	4	1	5	5	more	1,0,0,0,0,0,0	155,701083	2,192291633	0.38	13	5
21484	('Group1=', 6, ', Group2=', 9, ', Group3=', 5, 'ComparisonGroup=', 2)	2022-03-01 17:43:47.231499	2022-03-01 18:00:23.194175	995,962676	False	2	19-25	male	>5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'never', 'prepared', 'prepared', 'similar', 'prepared', 'never']	7	5	4	2	4	4	more	0,0,0,0,0,0,0	78,600283	1,89542411	0.38	13	4
90170	('Group1=', 5, ', Group2=', 7, ', Group3=', 9, 'ComparisonGroup=', 3)	2022-03-01 16:49:30.000140	2022-03-01 17:09:51.634077	1221,633937	False	2	26-35	male	4--5	vegetarian	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['prepared', 'similar', 'prepared', 'similar', 'prepared', 'similar', 'prepared']	6	4	5	4	5	4	more	0,0,0,0,0,0,0	155,294993	2,191157453	0.38	11	2
83215	('Group1=', 3, ', Group2=', 5, ', Group3=', 9, 'ComparisonGroup=', 1)	2022-03-01 14:52:10.802696	2022-03-01 15:00:30.923565	500,120869	False	2	56-65	female	>5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'never', 'never', 'never', 'similar', 'never', 'similar']	4	4	4	2	4	4	more	1,1,1,2,1,0,0	66,076298	1,820045703	0.38	12	4
5854	('Group1=', 5, ', Group2=', 7, ', Group3=', 9, 'ComparisonGroup=', 3)	2022-03-01 14:52:50.038946	2022-03-01 15:06:11.679693	801,640747	False	2	56-65	male	>5	vegetarian	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['prepared', 'similar', 'prepared', 'prepared', 'prepared', 'similar', 'prepared']	7	5	4	4	4	4	exactly	0,0,0,0,0,0,0	100,879062	2,003801035	0.38	11	2
76676	('Group1=', 4, ', Group2=', 3, ', Group3=', 9, 'ComparisonGroup=', 3)	2022-03-01 15:42:52.394687	2022-03-01 15:47:08.907891	256,513204	False	2	26-35	female	2--3	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['prepared', 'similar', 'similar', 'prepared', 'similar', 'never', 'never']	6	4	5	3	5	5	more	0,0,0,0,0,0,0	27,67255	1,442049181	0.38	12	3
54934	('Group1=', 9, ', Group2=', 6, ', Group3=', 4, 'ComparisonGroup=', 1)	2022-03-03 16:15:32.630799	2022-03-03 16:26:07.713139	635,08234	False	2	36-45	female	>5	vegetarian	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'never', 'similar', 'similar', 'prepared', 'similar', 'similar']	5	3	4	4	5	4	more	0,0,0,0,0,0,0	73,015258	1,863413624	0.38	9	2
22869	('Group1=', 9, ', Group2=', 4, ', Group3=', 6, 'ComparisonGroup=', 4)	2022-03-03 14:43:10.767593	2022-03-03 14:49:16.326668	365,559075	False	2	36-45	male	>5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'never', 'similar', 'similar', 'similar', 'similar', 'never']	1	5	5	1	4	4	more	0,0,0,0,0,0,0	64,898153	1,812232337	0.38	15	5
75790	('Group1=', 9, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-03-03 15:23:56.603945	2022-03-03 15:28:04.019619	247,415674	False	2	26-35	male	2--3	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['never', 'never', 'never', 'never', 'similar', 'never', 'never']	1	5	5	5	5	5	more	1,0,0,0,0,0,0	42,728557	1,630718226	0.38	11	1
41771	('Group1=', 9, ', Group2=', 4, ', Group3=', 6, 'ComparisonGroup=', 4)	2022-03-03 14:46:18.008853	2022-03-03 14:53:56.578690	458,569837	False	2	36-45	male	4--5	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'never', 'similar', 'similar', 'similar', 'similar', 'never']	4	4	4	2	3	5	more	0,0,0,0,0,0,0	85,975688	1,93437566	0.38	12	4
44223	('Group1=', 9, ', Group2=', 5, ', Group3=', 6, 'ComparisonGroup=', 4)	2022-03-03 14:41:39.585607	2022-03-03 14:54:54.060348	794,474741	False	2	26-35	male	2--3	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'similar', 'never', 'never', 'similar', 'similar', 'never']	1	5	4	2	2	4	more	0,0,0,0,0,0,0	401,702637	2,603904683	0.38	13	4
24823	('Group1=', 9, ', Group2=', 5, ', Group3=', 6, 'ComparisonGroup=', 3)	2022-03-03 15:57:39.864825	2022-03-03 16:05:05.973700	446,108875	False	2	36-45	female	1	none	Recommendation-based (low-ILS)	"Jays Signature Pizza Crust"", Broiled Tilapia Parmesan, Delicious Ham and Potato Soup, Baked Teriyaki Chicken, Award Winning Soft Chocolate Chip Cookies, Slow Cooker Mashed Potatoes, Mexican Rice"	['similar', 'similar', 'similar', 'prepared', 'prepared', 'prepared', 'prepared']	2	4	4	2	4	4	more	2,2,0,0,0,0,0	105,627807	2,023778263	0.38	12	4
